,user,star,time,comments
323,双叶杏子,4,2017-03-17,影响很深刻，很小的时候看的片子，但是我有点忘记了 他为什么越狱了就救赎了自己？
324,你不喜欢文渊吗,4,2017-06-17,有了目标才有动力啊
325,莱尼圆,5,2009-09-02,影片是关于希望与信念的最好诠释，塑造了一个运用机智才华和精神意志抗争罪恶体制的伟大形象，肖申克如同一个社会缩影，主人公安迪在这个五脏俱全的生态系统中白手起家浴血重生。它之所以如此感动世人，是因为每个人或多或少都身处围墙之中，却未放弃有朝一日展翅飞翔的努力，而安迪这只羽翼光辉的鸟就给予了极大的慰藉。制度化对人性的禁锢是影片的另外一个重要主旨，老布的结局让人扼腕叹息。影片是原著文学改编电影的杰出典范，同样采用旁白视角串联故事构建人物，最大限度地保持主人公的神秘感，同时丰富了剧情内容，缩短了逃狱时间轴，将同类型人物集中化，让矛盾冲突更尖锐，最后的复仇也酣畅淋漓，“得救之道就在其中”。
326,kerrysun,5,2012-08-31,"有些电影，不看个四五遍，我是觉得真没有发言权。
而这部电影是每个人的人生灯塔，并没有言过其实。全世界影迷心中的第一名，激励无数失意之人再次出发勇往直前。
“挫折”、“心态”、“学识”、“机会”和“时间”这五个电影中的关键词，也在我们每个人的一生中极其有分量，对它们的不同认知，也会让你拥有不一样的人生。
当Andy和Red在海滩拥抱时，对于与他们一同经历过一切的我们来讲，那份感动和满足，无以言表。"
327,qw0aszx,4,2015-11-28,多年后看意外没有减分严重
328,我呼吸的空气,5,2013-08-08,当这部片被越来越多的人奉为最喜爱的电影时，它在我心中的地位不由地下降。故事很传奇，演员表演完美，Morgan Freeman的旁白...
329,塔塔君Minkun,5,2015-04-19,开头蠢到以为Andy深谙救赎之道，并不然，真正的救赎必定是海报上的场景出现的时候。毕竟这不是Andy的救赎，而是肖申克的救赎。
330,一个无情的杀手,5,2016-05-06,"他们说这是治疗抑郁症最好的电影
还好我在自己快要得抑郁症的时候看了它
它真的好精彩
比起那些绚丽的特效激昂的动作片
更容易走近我内心"
331,明天你好,5,2018-05-13,当瑞德说他也已经习惯了体制的时候，我也信了，觉得有的人注定是要被束缚在一个小小的天地里，可是当他最后找到安迪的时候，真的看到了一种前所未有的反差，看到希望的最强音，那是以为只是以为而已，希望之外确有一番新天地！
332,峰峰峰峰,3,2012-06-20,有一种鸟儿是永远也关不住的，因为它的每片羽翼上都沾满了自由的光辉。
333,非鬱,5,2015-09-03,toptoptop，希望，自由之源
334,烬灭之炎,5,2010-07-24,"Red narrating: I have to remind myself that some birds don’t mean to be caged . Their feathers are just too bright. And when they fly away, the part of you that knows it was a sin to lock them up. DOES rejoice. Still, the place you live in is that much more drab and empty that t"
335,青简,5,2010-06-09,构思很独特
336,旺旺小小酥lili,5,2021-02-26,20岁时老师在课上分析该片，被平淡的叙事基调打退，不知为何经典。23岁这个宁静的夜晚独自观看，懂得，平凡的事物也可以做出非凡的精彩，是金子在哪里都可以发光。它和《阿甘正传》的味道很相似，细嚼慢咽，点点甜汇聚成令人回味无穷的甜美。它的成功在于它是一颗带给人希望的药丸，我看完它，我感受到生活的希望，我们知道生活终会苦尽甘来，即使现在很糟心。心灵的欲望会迸发出无穷的力量，我们的所想会引领我们到达自己想要去的地方。不得不说，最后安迪的逃跑有着浓烈的理想主义色彩和点点不切实际，但确实有震撼到我。与其像阿布一样年老体衰失去价值“被抛弃”，不如趁着还年轻飞往自由的天空。自由不是完全放任自我，而是心之所向，让此心安宁的地方，有希望才有活下去的动力，我希望我也能找到我生命的火花。
337,djj,5,2010-09-28,哥的人生只有40年，40年来看过得最好的电影就是他。（哥估计今后也不会有超越它甚至能跟他一较高下的电影）。是的，因为他，哥到现在仍不喜欢阿甘正传，不是阿甘不好，只怪它抢了肖的风头。
338,泽帆,5,2008-08-25,让我过瘾很久，特别是最后的蓝色大海。
339,rock442,1,2019-04-13,一个地道挖二十年没人发现  侮辱观众智商  偏偏吹成第一  强奸民意
340,Jonathan,5,2015-07-19,要经常看一些经典的电影，就想读一些经典名著一样，其中获得的震撼和萦绕于心的感悟是深刻而持久的。时隔20多年再去回顾1994年的这部经典中的经典真是依旧让人亢奋。两个多小时意犹未尽，最后的I Hope激起了一身鸡皮疙瘩。
341,晴耕雨读,5,2016-05-14,能在大荧幕看到，是一种幸运。160514，新衡山。
342,达力猿,3,2017-04-19,打三星不是因为不是好片。这部片不管在什么角度都是标准的教科书级别。个人原因不怎么喜欢太中正的电影，而且看过原著所以没多大感觉。印象最深的是安迪的唯一证人被枪杀的那一段。希望，希望，为什么一定要满怀希望？我们从没逃出过牢笼啊。
343,海獭,5,2008-08-09,有些鸟儿是不能关在笼子里的，它们的羽毛太漂亮了。当它们开始飞翔，你会觉得把它们关起来是种罪恶。但是，它们不在了定会让你感到寂寞
344,水浒三国金刚,5,2009-01-04,百看不厌，绝世神作
345,卡比巴拉的海,5,2017-04-06,希望让人自由
346,乐事,4,2016-05-23,好想给五星！！！！但是作为一个豆瓣新人 一开始给五星是会被当作水军自动清除的。只能用四星表达我对一部1000年内都不会差的好片的致敬。我总在想 什么是好电影 其实无非就是看了内心是充实的 而不是哈哈哈或者哇哇哇 而是充盈着满足感 一份看对了电影得到了营养的满足感。
347,九個9,5,2011-08-11,"""Hope is a good thing maybe the best of things. And no good thing ever dies.""名不虚传，94年是上帝想看电影的一年。致敬。"
348,哎呦喂啊倩倩,5,2012-03-02,I guess it comes down to a simple choice: get busy living or get busy dying.想借这部如此沉重的电影写些什么，却似乎只有无语。总是这样，看完好电影，仿佛失去了所有的语言能力。喜欢摩根•弗里曼稳稳的，缓缓的旁白，和波澜不惊的表情 。
349,陌上花开枫叶,5,2016-04-01,安迪二十年的自我救赎让人震撼，布鲁克自杀让人痛心却又不意外，瑞德找到了自己的希望没有成为第二个布鲁克。经典的电影总是能打动人心
350,V for Vendetta,5,2022-03-16,这不是我们第一次面对黑暗，也不会是我们最后一次心怀光明
351,Michael,5,2014-01-01,"其实这片子基本可以不用说什么了  不管是国外的IMDB还是国内的时光网和豆瓣这片子都是排名第一  这就足矣证明这部片子了（BBC评选的""未获奥斯卡奖的最佳影片""1 The Shawshank Redemption肖申克的救赎 1994 2 It's a Wonderful Life生活多美好 1946）Fear can hold you prisoner. Hope can set you free"
352,金田中,5,2016-08-25,是經典，到最後人的救贖可能只有自己的思想是不屈的。渴望自由帶著憤恨渴望自由， 忍受苦難忍受本不應該有的苦難。而期間自由的輕松的唯有我自己的精神世界。
353,长安,5,2010-09-22,印象最深刻的就是老人上吊的时候~人有的时候真的应该坚持自己的信念~不要习惯环境沉溺环境以致无法脱离~那是悲剧的人生
354,雪,5,2017-05-19,没什么可说的，赶紧看吧。
355,YiWz,4,2011-02-07,可能因为太经典了，当中的很多桥段被后人使用无数次，等到真正去看原版的时候基本上没什么感觉了……看教父、阿甘正传这些电影的时候总是有种无可奈何的感觉。
356,孔默,4,2015-08-15,“一开始会排斥它，然后开始接受，最后离不开它”。关于追求自由（但自由的人又是孤独的，体制与权威则反而可以给以安全感）的故事。不过个人认为影片本身有被高估的成分。
357,虚弱橙,5,2008-10-05,配得上最完美的电影的称号 任何语言都失色
358,神侬教教主,2,2019-05-29,觉得没有原著的表现力，原著看到“我希望……”那段瞬间热泪盈眶，电影没有给我这种感觉
359,xīn,5,2007-02-12,资料馆多功能厅2014.2.12.3pm 大银幕重看。整体节奏和人物安排非常杰出，每个人物都代表一定的意义层次，关于Institutionalized的展演颇为漂亮。最后那蓝的出奇的太平洋、和那条还需擦拭的破船，也挺值得玩味阐释。
360,爱幻想的小孩,5,2013-03-24,一切都是淡淡的，所以才给情绪的爆发做好了充足的准备。但说实话并没有在我心中是神片的地位。不过是因为大家都说好所以我也觉得好的心里暗示罢了
361,Μουσαι,5,2018-06-20,有人不敢想，所以做不到，或者有人敢想，但是做不到。因为别人都不这么做，或者别人被体制化了而觉得不可能，我们就会觉得这样不行。监狱其实可以看作我们生活的社会，种种规则把每个人变成体制化的人，但只有最勇敢最坚强，内心存着最大希望的人，能够真正想到梦想，然后达成。
362,希尼莫,5,2020-01-11,"第一遍大一，第二遍大二，第三遍大二假期和爸爸，第四遍20120411，20150804第五遍。不是励志片，而是拍给俗人看的圣人片。“要么忙着好好活，要么忙着等着死。”20160605第六遍，Hope is a good thing, maybe the best of things。20200111第七遍五星，陆建艺老师配音版❤️"
363,Trouble,5,2011-07-17,有的电影看完之后，可能记住了导演，可能记住了某些演员，可能记住了某些场景，片段，对白……但这部电影看完，所记住的就是一部电影。
364,柠檬海盐,5,2017-04-07,重温经典
365,特洛伊之心,4,2018-05-17,我不得不提醒自己，有些鸟是不能关在笼子里的，他们的羽毛太漂亮了，当它们飞走的时候…你会觉得把他们关起来是种罪恶，但是，他们不在了你会感到寂寞。
366,Douban純氷,3,2018-08-24,算不上伟大的电影，只能说是成功的营销
367,小灰烬,5,2011-08-01,【影片的卓越之处在于它埋下了肌肤般的皱褶及河流般的跌宕，还有整部影片所暗示的西西弗斯式的劝喻。这个苦难的世界之所以能为我们所忍受，不在于它的真理式的唯一性，而在于通常一生仅有一次的恰当的表述。我把我个人的奥斯卡救赎奖授予肖申克。】
368,今天小熊不吃糖,5,2008-08-12,Get busy living ，or get busy dying
369,一片两片三四片,5,2016-08-25,高智商的人在哪都是人才啊
370,如山清,5,2018-10-20,"其实一个有意思的点是安迪在地道挖好之后为什么不立刻逃跑呢。某种意义上，无论是在社会这个“大体制”还是监狱这个“小体制""中，他都能过的很好，找到自己的位置。如果不是因为被监狱长所激怒，如果不是因为他了解到他脱罪的可能，他是否真的就会从他的地道中脱出呢？等他真正从泥沼中脱出，他获得了自由之后，却反而进入了所谓“社会边缘”的位置——开一间小旅馆，经营一艘游船。与其说这是“反体制”的，不如说是自甘“边缘化”的。"
371,tricky_V,5,2012-06-28,如果有十星，那就是它！从一开始老布的绝望，“他还不如老死在监狱”，到安迪知道自己被陷害在臭水通道里爬行了500米获得自由，到已经过了40年体制化了的瑞德的假释，他的迷茫恐惧到位了遵从朋友的委托，最后终于又见到安迪。这一切的一切都在告诉我们，要么忙着生存，要么忙着死去。希望真是好东西啊
372,跬步山里,5,2017-05-15,紧扣心弦，情节超级超级紧张，回味无穷
373,Orpheus,4,2010-01-08,一部励志电影，一个很好的故事，最后的金色沙滩万人向往，没什么别的了，仅此而已，向伟大的电影致敬，那些走经典路线的导演们，你们都去死吧！
374,炸鸡配可乐,5,2018-05-16,“这些墙很有趣。刚入狱的时候，你痛恨周围的高墙；慢慢地，你习惯了生活在其中；最终你会发现自己不得不依靠它而生存。”最可怕的就是习惯，若习惯堕落，那只能一蹶不振，若习惯坚强，那便勇往无前。每当迷茫时总会重温这部电影！一切都会好起来的！
375,海扬尘,5,2014-02-04,人生就是不断摆脱“体制化”的过程。要么忙着生，要么忙着死。有《基督山伯爵》的影子，希望，才华，坚忍。缺一不可。
376,制片人,2,2018-08-05,两星只因为一个问题：为什么在男主每次遭遇三姐妹同志帮强奸的时候都没有人帮他？甚至在他为监狱里的犯人朋友们做了那么多以后？“我们喝了他的酒，也认为他是一个可敬的朋友，但是我们是不会在他被人设埋伏强奸的时候帮他的”？这一点导致我由衷感谢狱警长，毕竟是他为男主讨回了晚到太多的公道。
377,能工巧匠沙门哥,4,2011-12-29,一部不错的娱乐片。imdb top果然是民众的选择啊。
378,HsvEvnX,5,2011-09-01,不知道我在生日这天看到这电影有没有什么预兆或暗示。很励志。人物塑造很丰满。那老头让人感慨。想想五十年与世隔绝，你面对的世界会不会让你感到恐惧？到底有多少人可以像安迪一样是关不住的鸟？这样想来穿越是多可怕的一件事啊！影片最最后，不好意思，生硬的看出了基情。－ －
379,Rilkelee,4,2010-11-15,看完小说完全剧透后再看电影，没有了情节所带来的触动与振奋人心，真心觉得电影本身的语言与叙事并不是那么的高超。
380,随心而行,5,2009-10-13,"救赎的不仅仅是空间的自由，而是灵魂 hope is a good thing,and maybe the best thing at all.早就背熟的剧情，了然于心的台词，必须去影院亲自鼓掌致敬，心愿实现很开心！@2018上影节2018.6.18"
381,菟颜🌸,5,2008-09-02,"1946年，年青的银行家安迪（蒂姆•罗宾斯 Tim Robbins 饰）被冤枉杀了他的妻子和其情人，这意味着他要在肖申克的监狱渡过余生。
　　银行家出身的安迪很快就在监狱里很吃得开，他懂得如何帮助狱卒逃税，懂得如何帮监狱长将他收到的非法收入“洗白”，很快，安迪就成为了狱长的私人助理。
　　一名小偷因盗窃入狱，他知道安迪妻子和她情人的死亡真相，兴奋的安迪找到了狱长，希望狱长能帮他翻案。虚伪的狱长表面上答应了安迪，暗中却派人杀死了小偷，只因他想安迪一直留在监狱帮他做帐。
　　安迪知道真相后，决定通过自"
382,Ziggy,4,2011-11-21,男主角最后用虚拟户口领钱真潇洒！黑人朋友真好！读书青年太惨！电影没想象的沉重激动，但是不困不倦全部看完，足以证明其持续吸引力。最后黑人去树下拿铁盒，猜到是叫他去赴约。看着车子开在路上，他表情淡然，我心悠扬。直到蓝天大海，一艘小船，刷漆的男人，拥抱。有梦想，有希望。ps：老布太唏嘘。
383,小喵呜,5,2017-03-19,此片无关爱情，除了背叛。有的只是监狱中的男人间的友谊。他们都是内敛的人，然而洞悉一切，心意契合。我喜欢这种感情。
384,Pond,4,2008-10-04,MiniSD-TLF：http://www.verycd.com/topics/2803261/
385,达斯佛™,3,2006-04-09,最被高估的电影
386,451½°F™,5,2007-12-21,「希望与自由」，人类自我意识之最高追求与载体，过程却是万般的困难与艰苦，正因为事实上几乎所有人都求不得，才会对那些虚拟的故事和人物投射全部的情感，或许也是一种唯一可以赖以生存的念想，却不能放弃「希望与自由」本身。
387,缚床灵团子,3,2014-01-15,它讲述人性 传递能量 表达信念和希望，它满足了一本好电影所需要的所有元素，包括舒缓的配乐，以及兀长的剧情.....在还有一本电影的影评里看到这么一段话，大概意思是“给一本普遍好评的作品打低分总是有些心虚，但必须面对内心对它无感的事实。”这也是我看完后的想法。
388,何日君再来,-,,看完后我甚至无法说明这部影片的感情 这里的犯人充满希望 这里的狱长步步堕落 忽然觉得 人生不过是从一个洞穴通往另一个世界 过去就成为一段回忆 让你在另一个世界里继续做梦 不过这个故事只能存在于足够自由的国度 否则没人会赞扬一群犯人和越狱者 即使他们也满身伤痕
389,静下来,4,2006-01-06,越狱只是形式.精神始终自由.这才是最重要的.所以看到Morgan Freeman最后真正懂得自由的真谛时比安迪的越狱更令我动容.
390,生活多美好,5,2018-10-05,三刷，依旧感动。生活就是一个牢笼，心存希望才得以自由。安迪百年如一日的坚持和对时间掌控，敏锐的觉察力和知识的储备，这些都是他强大的羽翼，鸟儿终打破禁锢，拥抱美好。悬念的保留，卓越的摄影和配乐，为本片添彩不少。“救赎之道，就在其中。”“他只是被制度化了。”“要么忙着活，要么忙着死。”“有些鸟儿是关不住的，他们的羽翼闪耀着自由的光辉。”“希望是件美好的事，也许是世间最美好的东西，而美好的事物永不消逝。”
391,少数派的报告,4,2017-06-06,很经典的剧，值得看
392,木叶,5,2009-07-04,"Hope is a good thing,maybe the best of things,and no good thing ever dies."
393,汐澄,4,2016-07-17,好的电影和好的书一样，不是看一遍就能放下的。看完了，有感触，记录，才不负一部优秀的作品。这一部很励志，很出人意料，很令人振奋。
394,天诛·可而keer,-,,如果有一天，你可以获得假释，一定要到某个地方替我完成一个心愿。那是我第一次和妻子约会的地方，把那里一棵大橡树下的一个盒子挖出来。到时个你就知道是什么了。
395,Inking,5,2009-03-21,"信念 希望 永不放弃（2009.3）
09年标注的，也是豆瓣上第一部标注的电影。
第一次看这电影应该是高二的一个晚自习，推算一下应该是07年，设备我还记得魅族Miniplayer SP，下载于个人FTP资源站，用FlashFXP之类的客户端拉下来的，整个FTP里面全是转码好格式和分辨率适合M6播放的电影（大概是avi.320*240.18Fps）。那时哪知道那么多，下载下来的电影只管看就是了，没有预告没有简介，就一个几百MB.avi文件，一个晚自习看完直呼牛逼。也因此知道了IMDB Top 250，知道了它是Top1，那时的豆瓣还没有Top250。
大一前后，下载了TLF的IMDBTop250
转眼已经十多年过去了，两年的高三和大学期间看过很多遍，毕业后再也没看过，这部电影早已在心里淡化了。"
396,蓝抑郁剂Lily🌈,4,2014-05-18,其实我看不出这部电影精彩在哪里，但看过就是让人回味悠久。
397,sosovipp,5,2021-01-14,监狱是怪地方。起先你恨它，然后习惯它。更久后，你离不开它。这就叫“你被体制化了”。
398,空陽光,3,2005-10-24,"在下載《肖申尅的救贖》的時候，我一直在想“太晚了，太晚了”。因为光听到这个名字已经若干年了，它的名字出现率在任何一本电影杂志都高的惊人。但是不知是我滔碟的时候总是错过还是我与这片子确实没有缘分，反正是直到昨天晚上，我才看到这部久违的电影。
当真的花了两个多小时时间看完之后，我开始甚是困惑……为什么那么多的影评人都给出了9分的评价，而我的个人感受……并没有那么多~
《肖》让我想起了两部片子，一部同是差不多的线性结构的监狱片，是在上影视编导课的时候经我们的美女老师大力推荐的《恶魔岛》，另一部是我最爱的导演"
399,健三快跑,5,2012-11-28,大抵小说改编电影，绝大部分无法超越原著，但至少有两部例外，一个是教父，二流小说变成一流电影，斯蒂芬金一个不起眼的中篇，成了各排行榜的常客，虽不少人认为本片实在担待不起各种榜单榜首，相对于奥斯卡上的完败，现在只能说是平反过度吧，但是我依然喜欢，也许对于自由这种主题，已经显得不够高端
400,穿山,5,2017-12-24,伟大的电影引领我们飞升；“人类全部智慧就包含在两个词中：等待和希望。”——《基督山伯爵》
401,Jacky,-,,是很不错，不过不觉得该是IMDB中排名第一的电影......至于《刺激1999》的港译，只能说......
402,卡列宁的微笑,3,2007-01-16,又看了一遍，仍然觉得很一般，很一般的励志电影。当然，关于“体制化”的讨论是有点意思的。
403,Mmm,4,2009-10-02,"很多台词不错 喜欢这些人的表演风格 不算压抑。喜欢他在狱中逃出后 淋得淋漓透彻的那一段。 我们说 自由。

少拿这两个字刺激人。。嗯哼。。。"
404,yunfeir,4,2018-01-26,看了很感动，励志的故事
405,Mia,5,2011-08-08,"Hope is a good thing,maybe the best of things. 一个自由人怀揣着希望，开始一段漫长的旅程，伴随着未知的结局，思绪纷乱，激动不已。"
406,Iridescent,3,2019-04-05,影史第一它肖申克担不起
407,这个假了,5,2011-04-10,“你不能改变这个社会，那么你就要努力的去适应它”，在这部电影看来，这句话完全是bullshit！！这是个人对于一个制度的对抗，如果它拥有最强大的集权机构，你会选择顺从，被同化，乃至尿都不敢滴出来，还是像他一般，用一把藏在圣经里面的小锤头，在二十年后，给予它致命的一击。
408,αρκτος,5,2013-12-19,上大学时第一次看这片，感叹米国监狱的住宿和伙食强于中国大学。
409,傻乐的猫,-,,基督山伯爵最完美的变奏；反体制主题永远是上班族最爱。其实只是第2遍看，可为什么要把配乐拿去给bbm的Trailer用呢，害得我老穿越。
410,烟烟,5,2017-05-23,算是越狱类题材的鼻祖了，越狱里很多情节都模仿了他～最爱电影里最后一段话，hope is good thing maybe the best of things in the world
411,卡卡鱼毛球一世,5,2012-06-10,久仰盛名的片子太多。但并不是每部都能让人哭着笑起来。环环相扣的计划太妙了。有计划有动机也有导火索，最赞的是有个happy ending。Red是redemption的缩写，象征着身和心共同的救赎解放。Salvation lay within. 喔。Get busy living or get busy dying. 海洋木屋棋盘和一个伴儿，岂不惬意。
412,Light,5,2010-08-15,这片子的意义对我也不同寻常，那个如噩梦般的夏天，在电影频道播放完这部后，噩梦就此完结。那时候电影内容没有心思详细体会。后来再次观看的时候这片的情节和内涵深深震撼着我。
413,哎哟老美人儿,5,2012-09-29,以前有人告诉我，肖申克的救赎是他最爱的电影；当时懵懂，就下下来看，只觉着情节尚妙，倒也并非好至此般喜爱，更不明为何叫做“肖申克的救赎”。时隔多年，在回家的火车上，我又点开它，看到振奋，看到落泪，便又看了第三遍第四遍，关于人生绝境的自我救赎，这大概是最好的诠释了。
414,脆皮爱吃橙,5,2018-05-19,我是大一的时候第一次看这部影片，刚开始真的很压抑了，充满了艰辛。整部影片中没有华丽的特效，没有炫酷的打斗，大部分是监狱里的人们交谈的场景，但平静中有一股力量，鼓舞人心，发人深省。在我迷茫痛苦的时候，她总能带给我平和的力量。
415,scstbupt,5,2012-08-12,如果你不是看了影评而来观看这部电影，完全不去猜测结局会是怎样，而只是随着剧情的发展而来，你才会被影片最后部分的高潮所震撼，也才能真正体会到希望的伟大和人性的光辉。而影片最终告诉我们的也不是发生在肖申克的救赎，而是关于我们每个人的救赎，随着时间的流逝，你是否还能坚持自己最初的梦想
416,LoCo,5,2010-02-22,"Fear can hold you prisoner, hope can set you free. A strong man can save himself, a great man can save another."
417,Amelie,5,2013-01-26,真正的监狱其实在人的心里 我们日复一日 划地为牢 而总有那么一些鸟儿是无法被关住的 它们有着那样光亮的羽毛 它们总能够冲出困境 飞向它们向往的自由 它们是无法被圈禁的灵魂
418,简俗俗,5,2009-07-28,人总是要做点什么；既然走出来了，就再走的远一点吧；希望是美好的东西，也许是最美好的东西。恐惧让你沦为囚犯，希望让你重获自由。
419,小奈小西,4,2017-05-31,影史第一的电影并不是说带给我有多震撼，而更多的带给我的是思考。体制化，这个词语在电影看完之后久久不能散去我的脑海中。参加工作初期我有多么痛恨体制化，现在的我却因为家庭、父母各种原因没有勇气辞去工作追求当年口中的自由。
420,O_O,5,2010-09-05,"Hope is a good thing,maybe the best of things,and no good thing ever dies"
421,皮控,4,2010-08-18,其实这片很扯淡，是一个关于美国小资的臆想，话说结尾老黑在沙滩与小白相会，我第一反应的，这俩是一对老玻璃
422,Andrea,5,2018-02-23,不知道看多少遍了，年纪越长越能体会到更多的东西，因为它讲了别人都不愿意讲述的东西。被禁锢之下的时间，你会如何度过你的人生？当你知道自己所经受的苦难都是可以避免的时候，你又会做出怎样的选择？
423,LeO,5,2012-06-19,第一次看这个是在大学的英语课上，他有个很俗的名字叫《刺激1995》，一开始的压抑几乎让人不想继续看下去，但是最后的升华会直透我们的内心。Hope is always a good thing.
424,朱大侠。,5,2011-05-01,有的人的羽翼是如此光辉，即使世界上最黑暗的牢狱，也无法长久地将他围困。片中有个乌鸦，我觉得他和安迪一样，虽然身陷囹圄，依然能够自由的飞向天空。 经典就是经典。
425,WR-400,5,2022-06-23,重温肖申克的救赎，小时候一直觉得这只是一个很普通的励志故事，成年以后发现世界就是巨大的监狱，人均囚犯，一个人知道自己为了什么而活就可以忍受任何一种生活。
426,小雯雯,3,2017-04-30,肖申克的救赎，救赎的是人的身体还是人的灵魂？
427,只桃子,5,2014-02-03,2月1号重煲。希望信念你缺少哪一样 又坚持了哪一样？-----记之前短评：首先说一句 我爱我出生的这一年 这年出产了不少世人口中流传的经典好电影！然后 我爱半夜 一个人窝在被窝无打扰的状态下看电影 尤其是这样的好电影！在有生之年 别再幻想了 抱有希望的活好每天吧 起码我算自由的
428,贝姆里奇,5,2007-02-04,这部电影之所以能得到这么高的评价~~因为它雅俗共赏~这个是最难的品质~~也是其他电影所不具备的东西~~~现在想看这样一部电影真的是太难了~~~
429,老羊,5,2016-11-06,"高墙如人生，很多时候虽努力依然不可逾越，画地为牢，如何才能更好生存，反而成了当务之急，慢慢更演变为生活之全部！
这就像是从学校毕业踏入社会，历历现实，谁可逾越？倒是选择泰然处之者芸芸，即便真相总是在高墙后面，在石头底下的盒子中...."
430,鱼,5,2011-02-19,我有梦想，但是从来不会提起，因为我那强大的梦想能让我战胜一切，而且不需要被你们证明。
431,Cindys,5,2017-09-05,即便是几年后重温，仍旧忍不住疯狂为这部里程碑电影打call。Brooks was here……这是“体制化人”的最后呐喊，然而于我们自己而言又有多少人不是温水里的青蛙？去体制化，给自己的思想去体制化，是我们仍然年轻的年纪，当前最该做的。
432,stknight,5,2010-02-05,各大榜单排行榜这部电影都能排到第一，感觉还是有点被高估。其实相对于这部电影我还是更喜欢原著一些。
433,一颗小白菜菜,5,2010-11-24,我很惭愧这么迟才把这么好的一部片子点出来。。= =+之前看了无数次他的名字，没一次点开。。b4自己..这觉得是部无论什么时候看来都相当好的片子！
434,独行侠杀手阿何,4,2012-05-28,希望就衍于你心，再坚牢的石墙也囚禁不住。只要心怀希望，你就是一名自由之人。
435,bereal,-,,"一种心灵的震撼，开始说I HOPE THAT..........周围的人都说你不能做到，希望是件痛苦的事儿。但是他们都没能做到，所以他们只能说不可能做到。坚信oprah winfrey 的一句话""I never wanted to be in a position again where i was meant t"
436,dancelu,5,2012-09-21,我居然现在才看。好的电影不随时光褪色。实在是太好的电影了。梦里不知身是客。
437,已注销,5,2009-03-14,为了自由，隐忍，坚持，最终终于是飞出牢笼。有一种鸟天生不适合笼子。我们都是这种鸟，追求自由的翅膀在不甘心中带我们飞离牢笼。然而成功所需要的是坚持坚持再坚持。为了理想，一切都值。
438,dy,4,2006-05-20,边看边忍不住想，外面只是个更大的监狱。。不论在哪，尽力做好自己想做的，哪怕花一生。其它的，顺其自然，随遇而安。呵呵，我又跑题了呵。看到最后十分钟时，有丝暖意升起。
439,Stella,5,2010-04-02,"经典老片。

~Hope is a good thing,maybe the best of things,and no good thing ever dies.
希望是件好东西，也许是世上最好的东西．好东西从来不会流逝．"
440,入,5,2013-05-13,总是有很多电影，因为敬畏，我一直没有看过。将近20年过去了，无人撼动的经典。我从来没有吃过真正的苦头，从来没有施展出真正的智慧，也活该从来没有真正拥有过希望。
441,寻萝卜,4,2008-02-22,美国式的起承转合，美国式的男人友谊，美国式的宗教思想，美国式的人性刻画，美国式离奇又意味深长的团圆结局。美式口味吃惯了，快感就打了折。尤其是那个阳光海岸的结局，得确是豁然开朗了，可是灿烂得有种跳脱了影片的别扭。
442,木言,5,2009-08-15,通宵看完了小說實在按耐不住，又過了遍電影，依然震撼。。。。。。看完這部電影，或許你對人生又會有另外一種感悟。我喜歡結局時的那個場景，蔚藍色的太平洋，兩個飽經風霜的男人，一段往事。。。。而我看見的卻是希望。。。。。。。。
443,Sharon,-,,在硕大的阶梯教室看这样精彩的电影，心里的那份震撼和激动，历历在目。
444,奔跑忘记忧伤,5,2015-07-02,关于希望，关于坚持，每个人都需要肖申克式的救赎。
445,小石头,5,2016-09-17,当年最喜欢的电影。浪漫英雄主义情怀虽然老旧，永不过时。最喜欢的还是放歌剧那一段。
446,seabisuit,5,2014-07-27,初看时是张不起眼的刺激1995VCD，觉得越狱好牛，后来不知怎的这片就火了应该缘起IMDb，他可能不是大多影迷心中的第一，但平均分确实最高，精装DVD和资料馆重看，每回都有收获，好多形容词都能用来评价他，几乎涵盖除了男女爱情所有基本元素。如果只看一部电影选他最合适，因为真到了那时希望是最需要的
447,[已注销],5,2012-09-03,Fear can hold you a prisoner. Hope can set you free.
448,仙女蕊,5,2012-04-17,越是经典的片总是想等到最后看，如今看完电影我也知道了为什么这样的电影会屹立不倒，因为通过电影我们每个人可以更好的认识自己，了解人生。最后突然觉得会计那个时候就很流行了，渐渐对自己的专业喜欢了。
449,manjusaka,5,2011-07-08,I guess it comes down to a simple choice: get busy living or get busy dying.
450,我拿牛奶沏咖啡,5,2007-06-12,在某一次的英语课上看的，但是之后好像又看过两三次~ 真没想到居然有这么聪明的人~一个人为了自由，为了自己应得的一种生活需要付出多少代价？？！
451,烟雨弥漫虚弥境,3,2012-04-29,Brooks 得到了身体的自由，灵魂却已经被无可挽回地体制化。他终于没有能够摆脱对自由无法适应的困境，悬梁自尽。而睿智如 Red，在出狱之后也悲哀地发现，自己竟然连撒尿都要向经理报告，否则一滴尿都挤不出来。他也考虑如何违规以便回到监狱，甚至考虑与 Brooks 一样离开。
452,无能狂怒人,5,2010-05-10,Fear can hold you prisoner. Hope can set you free.
453,somnambuleNRR6,5,2010-07-28,当安迪终于爬完整整五个足球场大小的下水管道，在雷电骤雨中撕扯囚衣双手拥抱自由的雨水时，我的身体沸腾了，那一刹那，我也想追随安迪……
454,板砖破武术,5,2014-02-24,如果没有美国梦一样阿甘，他会站在奥斯卡的舞台上，其实他可以比阿甘高0.5分。
